2025-02-26 08:33:59,607 - DEBUG - Application started
2025-02-28 23:22:00,709 - DEBUG - Model loaded from: C:\Users\serio\Desktop\RDC_Vosk_STT\models\vosk-model-small-en-us-0.15
2025-02-28 23:22:02,183 - DEBUG - Started recording
2025-02-28 23:22:05,735 - DEBUG - Attempting to output text: on to play
2025-02-28 23:22:10,727 - DEBUG - Attempting to output text: one two three
2025-03-02 03:34:00,891 - DEBUG - Application started
2025-03-02 03:34:01,345 - DEBUG - Model loaded from: C:\Users\serio\Desktop\RDC_Vosk_STT\models\vosk-model-small-en-us-0.15
2025-03-02 03:36:32,486 - DEBUG - Application started
2025-03-02 03:36:32,936 - DEBUG - Model loaded from: C:\Users\serio\Desktop\RDC_Vosk_STT\models\vosk-model-small-en-us-0.15
2025-03-02 03:36:34,276 - DEBUG - Cursor mode activated
2025-03-02 03:36:35,359 - DEBUG - Started recording
2025-03-02 03:37:00,888 - DEBUG - Attempting to output text: hello baby
2025-03-02 03:37:00,889 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:01,116 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:12,884 - DEBUG - Attempting to output text: how are you doing
2025-03-02 03:37:12,885 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:13,030 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:13,186 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:13,340 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:20,897 - DEBUG - Attempting to output text: not bad not bad
2025-03-02 03:37:20,898 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:21,047 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:21,203 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:21,359 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:26,380 - DEBUG - Attempting to output text: just shaking so how it's working how my sister working
2025-03-02 03:37:26,382 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:26,540 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:26,741 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:26,896 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:27,052 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:27,223 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:27,425 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:27,582 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:27,721 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:27,905 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:37:40,381 - DEBUG - Attempting to output text: checking
2025-03-02 03:37:40,382 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:26,881 - DEBUG - Attempting to output text: hey beautiful how you doing
2025-03-02 03:40:26,883 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:27,025 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:27,240 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:27,396 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:27,551 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:57,883 - DEBUG - Attempting to output text: don't don't their little story went to girls leak in each other's voices
2025-03-02 03:40:57,885 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:58,057 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:58,227 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:58,398 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:58,585 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:58,757 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:58,927 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:59,066 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:59,240 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:59,412 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:59,550 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:59,724 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:40:59,925 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:41:10,885 - DEBUG - Attempting to output text: each other's voices
2025-03-02 03:41:10,886 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:41:11,042 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:41:11,245 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:41:19,885 - DEBUG - Attempting to output text: answers
2025-03-02 03:41:19,885 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:41:49,886 - DEBUG - Attempting to output text: click create a success story
2025-03-02 03:41:49,888 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:41:50,063 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:41:50,249 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:41:50,374 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:41:50,561 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:41:56,880 - DEBUG - Attempting to output text: create such the story
2025-03-02 03:41:56,882 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:41:57,064 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:41:57,226 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:41:57,387 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:42:03,386 - DEBUG - Attempting to output text: create sexy story
2025-03-02 03:42:03,387 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:42:03,575 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:42:03,746 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:42:46,381 - DEBUG - Attempting to output text: create a story with only two girls no boys
2025-03-02 03:42:46,382 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:42:46,569 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:42:46,709 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:42:46,881 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:42:47,035 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:42:47,208 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:42:47,358 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:42:47,532 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:42:47,674 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:45:59,376 - DEBUG - Attempting to output text: described really beautiful pussy
2025-03-02 03:45:59,377 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:45:59,584 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:45:59,769 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:45:59,990 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:12,384 - DEBUG - Attempting to output text: described very beautiful pussy in and details
2025-03-02 03:46:12,385 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:12,594 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:12,751 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:12,969 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:13,139 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:13,275 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:13,431 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:42,391 - DEBUG - Attempting to output text: no please please please if you're not gonna down the story about the pool see the dolphins will die
2025-03-02 03:46:42,394 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:42,527 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:42,707 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:42,884 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:43,069 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:43,210 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:43,398 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:43,554 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:43,726 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:43,896 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:44,053 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:44,224 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:44,396 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:44,550 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:44,722 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:44,877 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:45,033 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:45,251 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:46:45,406 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:47:21,879 - DEBUG - Attempting to output text: what girls fell between the legs
2025-03-02 03:47:21,881 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:47:22,036 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:47:22,206 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:47:22,365 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:47:22,563 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:47:22,713 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:48:09,889 - DEBUG - Attempting to output text: create a little story about as leaking
2025-03-02 03:48:09,892 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:48:10,070 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:48:10,210 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:48:10,396 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:48:10,569 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:48:10,740 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:48:10,878 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:49:56,857 - DEBUG - Cursor mode deactivated
2025-03-02 03:52:02,377 - DEBUG - Attempting to output text: come on baby make it longer i went along a story about you and your daughter
2025-03-02 03:52:09,290 - DEBUG - Cursor mode activated
2025-03-02 03:52:16,385 - DEBUG - Attempting to output text: make it longer story about you in any other
2025-03-02 03:52:16,387 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:16,546 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:16,687 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:16,876 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:17,047 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:17,218 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:17,367 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:17,518 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:17,674 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:25,381 - DEBUG - Attempting to output text: and your daughter
2025-03-02 03:52:25,382 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:25,536 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:25,710 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:31,381 - DEBUG - Attempting to output text: i want you to speed on her mouth
2025-03-02 03:52:31,382 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:31,519 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:31,690 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:31,844 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:31,986 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:32,159 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:32,297 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:32,454 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:40,880 - DEBUG - Attempting to output text: a leak your armpits
2025-03-02 03:52:40,881 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:41,012 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:41,184 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:41,357 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:46,882 - DEBUG - Attempting to output text: and later green the us with her tongue
2025-03-02 03:52:46,884 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:47,029 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:47,200 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:47,371 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:47,528 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:47,668 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:47,825 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:47,979 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:52:55,383 - DEBUG - Attempting to output text: clean
2025-03-02 03:52:55,384 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:53:04,385 - DEBUG - Attempting to output text: your ass
2025-03-02 03:53:04,386 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:53:04,542 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:53:25,380 - DEBUG - Attempting to output text: spit in
2025-03-02 03:53:25,381 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:53:25,547 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:55:59,383 - DEBUG - Attempting to output text: continue the story
2025-03-02 03:55:59,384 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:55:59,582 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:55:59,736 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:56:03,380 - DEBUG - Attempting to output text: make it more graphic
2025-03-02 03:56:03,382 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:56:03,550 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:56:03,690 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:56:03,847 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:56:07,887 - DEBUG - Attempting to output text: like a second episode
2025-03-02 03:56:07,888 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:56:08,048 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:56:08,187 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:56:08,367 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:58:11,382 - DEBUG - Attempting to output text: continue
2025-03-02 03:58:11,382 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 03:59:23,384 - DEBUG - Attempting to output text: yeah
2025-03-02 03:59:23,385 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 04:05:59,383 - DEBUG - Attempting to output text: ah
2025-03-02 04:05:59,383 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 04:06:51,878 - DEBUG - Attempting to output text: i'm
2025-03-02 04:06:51,879 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-02 04:07:39,380 - DEBUG - Attempting to output text: one
2025-03-02 04:07:39,381 - DEBUG - Cursor mode active - delivering word via simulate_typing
2025-03-04 12:26:22,021 - DEBUG - Application started
2025-03-04 12:26:22,491 - DEBUG - Model loaded from: C:\Users\serio\Desktop\RDC_Vosk_STT\models\vosk-model-small-en-us-0.15
2025-03-04 12:26:29,717 - DEBUG - Window mode activated: Athena - Athena9 - Google Chrome
2025-03-04 12:26:32,520 - DEBUG - Key phrase mode activated - will press Enter immediately on phrase detection
2025-03-04 12:26:35,793 - DEBUG - Started recording
2025-03-04 12:26:36,312 - DEBUG - Error in live or key phrase mode processing: 'SpeechToTextApp' object has no attribute 'check_key_phrase'
Traceback (most recent call last):
  File "C:\Users\serio\Desktop\RDC_Vosk_STT\VoskSTT\RDC_Vosk_STT.py", line 630, in audio_callback
    self.check_key_phrase(audio_data)
    ^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'SpeechToTextApp' object has no attribute 'check_key_phrase'

2025-03-04 12:26:36,319 - DEBUG - Error disabling live mode: 'SpeechToTextApp' object has no attribute 'live_indicator'
Traceback (most recent call last):
  File "C:\Users\serio\Desktop\RDC_Vosk_STT\VoskSTT\RDC_Vosk_STT.py", line 630, in audio_callback
    self.check_key_phrase(audio_data)
    ^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'SpeechToTextApp' object has no attribute 'check_key_phrase'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\serio\Desktop\RDC_Vosk_STT\VoskSTT\RDC_Vosk_STT.py", line 952, in disable_live_mode
    self.live_indicator.config(text="Mode: Default")
    ^^^^^^^^^^^^^^^^^^^
AttributeError: 'SpeechToTextApp' object has no attribute 'live_indicator'

2025-03-04 12:26:36,811 - DEBUG - Error in live or key phrase mode processing: 'SpeechToTextApp' object has no attribute 'check_key_phrase'
Traceback (most recent call last):
  File "C:\Users\serio\Desktop\RDC_Vosk_STT\VoskSTT\RDC_Vosk_STT.py", line 630, in audio_callback
    self.check_key_phrase(audio_data)
    ^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'SpeechToTextApp' object has no attribute 'check_key_phrase'

2025-03-04 12:26:36,819 - DEBUG - Error disabling live mode: 'SpeechToTextApp' object has no attribute 'live_indicator'
Traceback (most recent call last):
  File "C:\Users\serio\Desktop\RDC_Vosk_STT\VoskSTT\RDC_Vosk_STT.py", line 630, in audio_callback
    self.check_key_phrase(audio_data)
    ^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'SpeechToTextApp' object has no attribute 'check_key_phrase'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\serio\Desktop\RDC_Vosk_STT\VoskSTT\RDC_Vosk_STT.py", line 952, in disable_live_mode
    self.live_indicator.config(text="Mode: Default")
    ^^^^^^^^^^^^^^^^^^^
AttributeError: 'SpeechToTextApp' object has no attribute 'live_indicator'

2025-03-04 12:26:37,304 - DEBUG - Error in live or key phrase mode processing: 'SpeechToTextApp' object has no attribute 'check_key_phrase'
Traceback (most recent call last):
  File "C:\Users\serio\Desktop\RDC_Vosk_STT\VoskSTT\RDC_Vosk_STT.py", line 630, in audio_callback
    self.check_key_phrase(audio_data)
    ^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'SpeechToTextApp' object has no attribute 'check_key_phrase'

2025-03-04 12:26:37,310 - DEBUG - Error disabling live mode: 'SpeechToTextApp' object has no attribute 'live_indicator'
Traceback (most recent call last):
  File "C:\Users\serio\Desktop\RDC_Vosk_STT\VoskSTT\RDC_Vosk_STT.py", line 630, in audio_callback
    self.check_key_phrase(audio_data)
    ^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'SpeechToTextApp' object has no attribute 'check_key_phrase'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\serio\Desktop\RDC_Vosk_STT\VoskSTT\RDC_Vosk_STT.py", line 952, in disable_live_mode
    self.live_indicator.config(text="Mode: Default")
    ^^^^^^^^^^^^^^^^^^^
AttributeError: 'SpeechToTextApp' object has no attribute 'live_indicator'

2025-03-04 12:26:37,804 - DEBUG - Error in live or key phrase mode processing: 'SpeechToTextApp' object has no attribute 'check_key_phrase'
Traceback (most recent call last):
  File "C:\Users\serio\Desktop\RDC_Vosk_STT\VoskSTT\RDC_Vosk_STT.py", line 630, in audio_callback
    self.check_key_phrase(audio_data)
    ^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'SpeechToTextApp' object has no attribute 'check_key_phrase'

2025-03-04 12:26:37,813 - DEBUG - Error disabling live mode: 'SpeechToTextApp' object has no attribute 'live_indicator'
Traceback (most recent call last):
  File "C:\Users\serio\Desktop\RDC_Vosk_STT\VoskSTT\RDC_Vosk_STT.py", line 630, in audio_callback
    self.check_key_phrase(audio_data)
    ^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'SpeechToTextApp' object has no attribute 'check_key_phrase'

